tokenId,originalWoodId,chimeraId,producerId,productionLocation,productionDate,treeSpecies,imageUrl,parentId,divisionCount,productionMethod,salesPrice,ownerId,processingStatus,salesStatus
475,4,3-7,20,神奈川県藤沢市遠藤,2024/02/14,,,62,,ラミナ加工,241.00,24,未加工,取引済み
476,12,3-9,20,神奈川県藤沢市遠藤,2024/02/12,,,137,,ラミナ加工,330.00,24,未加工,取引済み
477,19,3-14,20,神奈川県藤沢市遠藤,2024/02/13,,,196,,ラミナ加工,358.00,24,未加工,取引済み
478,16,3-16,20,神奈川県藤沢市遠藤,2024/02/17,,,166,,ラミナ加工,"1,020.00",24,未加工,取引済み
479,27,3-18,20,神奈川県藤沢市遠藤,2024/02/18,,,256,,ラミナ加工,625.00,24,未加工,取引済み
480,10,3-19,20,神奈川県藤沢市遠藤,2024/02/16,,,114,,ラミナ加工,343.00,24,未加工,取引済み
481,22,3-20,20,神奈川県藤沢市遠藤,2024/02/12,,,224,,ラミナ加工,273.00,24,未加工,取引済み
482,8,3-21,20,神奈川県藤沢市遠藤,2024/02/20,,,95,,ラミナ加工,651.00,24,未加工,取引済み
483,12,3-23,20,神奈川県藤沢市遠藤,2024/02/11,,,138,,ラミナ加工,321.00,24,未加工,取引済み
484,23,3-24,20,神奈川県藤沢市遠藤,2024/02/16,,,237,,ラミナ加工,551.00,24,未加工,取引済み
485,10,3-26,20,神奈川県藤沢市遠藤,2024/02/12,,,115,,ラミナ加工,319.00,24,未加工,取引済み
486,22,3-28,20,神奈川県藤沢市遠藤,2024/02/13,,,225,,ラミナ加工,200.00,24,未加工,取引済み
487,7,3-35,20,神奈川県藤沢市遠藤,2024/02/15,,,87,,ラミナ加工,525.00,24,未加工,取引済み
488,6,3-39,20,神奈川県藤沢市遠藤,2024/02/12,,,79,,ラミナ加工,643.00,24,未加工,取引済み
489,10,3-40,20,神奈川県藤沢市遠藤,2024/02/15,,,116,,ラミナ加工,305.00,24,未加工,取引済み
490,13,3-49,20,神奈川県藤沢市遠藤,2024/02/15,,,144,,ラミナ加工,594.00,24,未加工,取引済み
491,4,3-51,20,神奈川県藤沢市遠藤,2024/02/14,,,63,,ラミナ加工,208.00,24,未加工,取引済み
492,22,3-54,20,神奈川県藤沢市遠藤,2024/02/14,,,231,,ラミナ加工,262.00,24,未加工,取引済み
493,15,3-55,20,神奈川県藤沢市遠藤,2024/02/19,,,160,,ラミナ加工,870.00,24,未加工,取引済み
494,15,3-57,20,神奈川県藤沢市遠藤,2024/02/18,,,161,,ラミナ加工,875.00,24,未加工,取引済み
495,,0,21,神奈川県藤沢市遠藤,2024/02/25,,,"332,411,262,412,263,264,413,333,334,414,265,266,415,267,335,268,336,269,416,270,417,337,418,419,420,271,272,273,338,421,422,274,423,339,340,275,341,424,425,342,343,276,277,426,278,427,344,345,279,346,428,280,429347,348,281,430,349,350,431,282,351,352,353,354",,集成材生産,"8,000.00",25,未加工,取引済み
496,,1,22,神奈川県藤沢市遠藤,2024/02/23,,,"432,283,433,355,284,356,357,434,285,358,286,435,287,288,289,359,290,436,360,437,438,291,292,439,440,293,441,294,295,296,442,443,297,298,299,361,444,445,300,446,362,447,363,301,448,449,450,364,451,452,365,302",,集成材生産,"9,000.00",26,未加工,取引済み
497,,2,23,神奈川県藤沢市遠藤,2024/02/27,,,"366,453,454,455,456,303,367,304,368,305,457,306,369,370,458,459,307,371,460,308,309,372,373,310,461,462,463,464,465,311,374,375,376,466,467,312,377,378,313,379,314,315,468,380,381,316,382,469,383,317,318,319,320,384,470,321,471,385",,集成材生産,"6,000.00",27,未加工,取引済み
498,,3,24,神奈川県藤沢市遠藤,2024/02/26,,,"386,387,472,388,473,474,389,475,390,476,391,322,323,392,477,393,478,394,479,480,481,482,395,483,484,396,485,324,486,397,398,399,325,400,326,487,327,401,402,488,489,403,404,328,329,405,406,407,330,490,408,491,409,331,492,493,410,494",,集成材生産,"8,000.00",28,未加工,取引済み
